時間戳記,餐廳名稱,地區,時間?,類型,電話 ,地址,星級,星期一開嗎?,星期一的營業時間,星期二開嗎?,星期二的營業時間,星期三開嗎?,星期三的營業時間,星期四開嗎?,星期四的營業時間,星期五開嗎?,星期五的營業時間,星期六開嗎?,星期六的營業時間,星期日開嗎?,星期日的營業時間,低銷,訂位
12/23/2020 19:45:21,極麵屋,公館地區,"中餐, 晚餐",日式,02-2364-8859,羅斯福路四段136巷6弄2號,3.9,是,"11:30~14:30, 17:00~21:00",是,"11:30~14:30, 17:00~21:00",是,"11:30~14:30, 17:00~21:00",是,"11:30~14:30, 17:00~21:00",是,"11:30~14:30, 17:00~21:00",是,"11:30~14:30, 17:00~21:00",是,"11:30~14:30, 17:00~21:00",,
12/23/2020 19:48:43,Mr.拉麵野崎家,公館地區,"中餐, 晚餐",日式,02-2367-9060,羅斯福路三段316巷9弄2號,3.7,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,,
12/23/2020 19:48:50,LOUISA COFFEE 路易莎咖啡 (台大店),公館地區,"早餐, 中餐, 晚餐",咖啡廳,02-2368-7791,106台北市大安區新生南路三段100號,3.6,,08:00–20:30,,08:00–20:30,,08:00–20:30,,08:00–20:30,,08:00–20:30,,08:00–20:30,,08:00–20:30,有,無
12/23/2020 19:51:33,京阪豚骨拉麵,公館地區,"中餐, 晚餐",日式,02-2364-0605,羅斯福路四段136巷6弄6號,4,是,"11:30~13:50, 17:00~20:25",是,"11:30~13:50, 17:00~20:25",是,"11:30~13:50, 17:00~20:25",是,"11:30~13:50, 17:00~20:25",是,"11:30~13:50, 17:00~20:25",是,"11:30~13:50, 17:00~20:25",是,"11:30~13:50, 17:00~20:25",,有
12/23/2020 20:00:04,鷹流極匠拉麵,公館地區,"中餐, 晚餐",日式,,汀州路三段104巷4號,4,是,"11:30~14:30,17:00~21:00",是,"11:30~14:30,17:00~21:00",是,"11:30~14:30,17:00~21:00",是,"11:30~14:30,17:00~21:00",是,"11:30~14:30,17:00~21:00",是,"11:30~14:30,17:00~21:00",是,"11:30~14:30,17:00~21:00",有,
12/23/2020 20:19:03,山嵐拉麵,公館地區,"中餐, 晚餐",日式,02-2369-0122,羅斯福路四段136巷1弄13號,4.4,是,"11:30~14:30, 17:15~20:45",是,"11:30~14:30, 17:15~20:45",是,"11:30~14:30, 17:15~20:45",是,"11:30~14:30, 17:15~20:45",是,"11:30~14:30, 17:15~20:45",是,"11:30~14:30, 17:15~20:45",是,"11:30~14:30, 17:15~20:45",有,
12/23/2020 20:24:36,麥子磨麵,溫州街,"中餐, 晚餐",小吃,02-2364-8685,羅斯福路三段283巷22號,3.8,是,"11:30~14:30, 17:00~20:30",是,"11:30~14:30, 17:00~20:30",是,"11:30~14:30, 17:00~20:30",是,"11:30~14:30, 17:00~20:30",是,"11:30~14:30, 17:00~20:30",是,"11:30~14:30, 17:00~20:30",是,"11:30~14:30, 17:00~20:30",,
12/23/2020 20:31:24,真劍拉麵,偏鄉,"中餐, 晚餐",日式,,師大路126巷1號,4.4,是,"11:30~14:00, 17:30~21:30",是,"11:30~14:00, 17:30~21:30",是,"11:30~14:00, 17:30~21:30",是,"11:30~14:00, 17:30~21:30",是,"11:30~14:00, 17:30~21:30",是,"11:30~14:00, 17:30~21:30",是,"11:30~14:00, 17:30~21:30",,
12/23/2020 20:35:44,墨洋拉麵,公館地區,,,,羅斯福路四段136巷10號,4.2,是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",是,"12:00~14:00, 17:00~21:00",,
12/23/2020 20:40:10,麵屋壹の穴 ICHI,118巷,"中餐, 晚餐",日式,02-2711-4319,延吉街137巷22號,4.2,否,,是,"11:30~15:00, 17:30~21:00",是,"11:30~15:00, 17:30~21:00",是,"11:30~15:00, 17:30~21:00",是,"11:30~15:00, 17:30~21:00",是,"11:30~15:00, 17:30~21:00",是,"11:30~15:00, 17:30~21:00",有,有
12/23/2020 20:45:52,裸湯拉麵,118巷,"中餐, 晚餐",日式,02-8771-4670,敦化南路一段238巷1號,4.3,是,11:00~21:30,是,11:00~21:30,是,11:00~21:30,是,11:00~21:30,是,11:00~21:30,是,11:00~21:30,是,11:00~21:30,有,無
12/23/2020 20:50:29,雞二拉麵 師大店,偏鄉,"中餐, 晚餐",日式,02-2362-8672,羅斯福路三段139號,4,是,11:30~20:30,是,11:30~20:30,是,11:30~20:30,是,11:30~20:30,是,11:30~20:30,是,11:30~20:30,否,,,
12/23/2020 20:56:14,小川拉麵,118巷,"中餐, 晚餐",日式,02-2703-7713,復興南路二段190號,4.2,是,"11:30~14:30, 17:30~21:00",是,"11:30~14:30, 17:30~21:00",是,"11:30~14:30, 17:30~21:00",是,"11:30~14:30, 17:30~21:00",是,"11:30~14:30, 17:30~21:00",是,"11:30~14:30, 17:30~21:00",是,"11:30~14:30, 17:30~21:00",,
12/23/2020 21:05:18,阿里媽媽,公館地區,"中餐, 晚餐",咖哩,02-2368-7724,羅斯福路四段136巷1弄3號,4.2,是,"11:00~15:30, 17:00~22:00",是,"11:00~15:30, 17:00~22:00",是,"11:00~15:30, 17:00~22:00",是,"11:00~15:30, 17:00~22:00",是,"11:00~15:30, 17:00~22:00",是,"11:00~15:30, 17:00~22:00",是,"11:00~15:30, 17:00~22:00",有,有
12/23/2020 21:11:25,稻咖喱,溫州街,晚餐,咖哩,02-2363-7439,溫州街79號,4.5,否,,是,17:00~21:00,是,17:00~21:00,是,17:00~21:00,是,17:00~21:00,是,17:00~21:00,是,17:00~21:00,無,有
12/23/2020 21:15:38,咖哩先生,溫州街,"中餐, 晚餐",咖哩,0930-773-073,新生南路三段70巷6號後棟,4.3,否,,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,是,12:00~21:00,無,有
12/23/2020 21:19:14,厚宅,118巷,"中餐, 晚餐",咖哩,02-8782-6080,辛亥路二段169號,4.3,是,"11:00~14:00, 17:00~20:00",是,"11:00~14:00, 17:00~20:00",是,"11:00~14:00, 17:00~20:00",是,"11:00~14:00, 17:00~20:00",是,"11:00~14:00, 17:00~20:00",是,"11:00~14:00, 17:00~20:00",否,,,無
12/23/2020 21:26:02,狂愛咖哩,公館地區,"中餐, 晚餐",咖哩,02-6362-6066,汀州路三段253號,3.1,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,無,有
12/23/2020 21:28:05,三時午,公館地區,"中餐, 晚餐",咖哩,0955-698-760,水源市場,4.5,否,,是,"11:00~14:00, 16:00~18:00",是,"11:00~14:00, 16:00~18:00",是,"11:00~14:00, 16:00~18:00",是,"11:00~14:00, 16:00~18:00",是,"11:00~14:00, 16:00~18:00",否,,無,無
12/23/2020 21:32:13,銀兔湯咖哩,偏鄉,"中餐, 晚餐",咖哩,02-2369-7331,浦城街13巷4號,4.7,是,"11:30~14:30, 17:30~20:30",否,,否,"11:30~14:30, 17:30~20:30",是,"11:30~14:30, 17:30~20:30",是,"11:30~14:30, 17:30~20:30",是,"11:30~14:30, 17:30~20:30",是,"11:30~14:30, 17:30~20:30",,
12/23/2020 21:40:36,丹堤咖啡 台大卓越店,公館地區,"早餐, 中餐, 晚餐",咖啡廳,02-3365-2218,106台北市大安區羅斯福路四段1號,3.5,,07:00–20:00,,07:00–20:00,,07:00–20:00,,07:00–20:00,,07:00–20:00,,07:00–20:00,,07:00–20:00,有,無
12/23/2020 21:42:10,No name咖哩,溫州街,"中餐, 晚餐",咖哩,02-2369-1703,新生南路三段68-2號,4.5,是,"11:00~14:00, 16:00~20:00",是,"11:00~14:00, 16:00~20:00",是,"11:00~14:00, 16:00~20:00",是,"11:00~14:00, 16:00~20:00",是,"11:00~14:00, 16:00~20:00",否,,是,"11:00~14:00, 16:00~20:00",有,無
12/23/2020 21:42:41,葉子,溫州街,"中餐, 晚餐, 宵夜",咖啡廳,02-2363-4943,10673台北市大安區羅斯福路三段283巷14弄16-1號,3.9,,12:00–00:00,,12:00–00:00,,12:00–00:00,,12:00–00:00,,12:00–00:00,,12:00–00:00,,12:00–00:00,有,無
12/23/2020 21:44:41,城市草倉,溫州街,"中餐, 晚餐",咖啡廳,02-2366-0381,106台北市大安區羅斯福路三段283巷19弄4號,4.7,,12:00–22:00,,12:00–22:00,,12:00–22:00,,12:00–22:00,,12:00–22:00,,12:00–22:00,,12:00–22:00,有,無
12/23/2020 21:47:43,三個傻瓜,溫州街,"中餐, 晚餐",咖哩,02-2369-9966,羅斯福路三段283巷28號,4.3,是,"11:30~14:30, 17:30~21:30",是,"11:30~14:30, 17:30~21:30",是,"11:30~14:30, 17:30~21:30",是,"11:30~14:30, 17:30~21:30",是,"11:30~14:30, 17:30~21:30",是,11:30~21:30,是,11:30~21:30,,有
12/23/2020 21:47:54,apple museum,溫州街,"中餐, 晚餐",咖啡廳,02-2363-6262,106台北市大安區溫州街74巷3弄5號,4.8,,12:00–21:00,,12:00–21:00,,12:00–21:00,,12:00–21:00,,12:00–21:00,,12:00–21:00,,休息,有,有
12/23/2020 21:49:38,野餐咖啡,溫州街,"中餐, 晚餐, 宵夜",咖啡廳,02-2368-7798,106台北市大安區溫州街75號,4.4,,13:00–23:00,,13:00–23:00,,13:00–23:00,,13:00–23:00,,13:00–23:00,,13:00–23:00,,13:00–23:00,有,無
12/23/2020 21:52:13,微光,溫州街,"中餐, 晚餐",咖啡廳,02-8369-3577,106台北市大安區羅斯福路三段269巷9號,4.2,,12:30–22:00,,12:30–22:00,,12:30–22:00,,12:30–22:00,,12:30–22:00,,12:30–22:00,,12:30–22:00,有,無
12/23/2020 21:53:25,路上撿到一隻貓,溫州街,"晚餐, 宵夜",咖啡廳,,106台北市大安區溫州街49巷2號,4,,13:30–01:30,,13:30–01:30,,13:30–01:30,,13:30–01:30,,13:30–01:30,,13:30–01:30,,13:30–01:30,有,無
12/23/2020 21:54:53,rebirth,溫州街,"晚餐, 宵夜",咖啡廳,02-2366-0985,106台北市大安區溫州街48巷2號,4.3,,14:00–02:00,,14:00–02:00,,14:00–02:00,,14:00–02:00,,14:00–02:00,,14:00–02:00,,14:00–02:00,有,無
12/23/2020 21:56:11,the common,公館地區,"中餐, 晚餐",咖啡廳,02-2365-1860,100台北市中正區羅斯福路四段138號3樓,4.4,,12:00–22:00,,12:00–22:00,,12:00–22:00,,12:00–22:00,,12:00–22:00,,12:00–22:00,,12:00–22:00,有,無
12/23/2020 21:58:09,靈感咖啡,溫州街,"中餐, 晚餐",咖啡廳,02-2363-1371,"3, No. 84-6號新生南路三段大安區台北市106",4.6,,10:30–19:00,,10:30–19:00,,休息,,10:30–19:00,,10:30–19:00,,10:30–19:00,,10:30–19:00,有,無
12/23/2020 22:00:02,Coffee by hop man ,溫州街,"中餐, 晚餐, 宵夜",咖啡廳,02-2367-9802,106台北市大安區羅斯福路三段283巷36號,4.8,,休息,,12:30–00:00,,12:30–00:00,,12:30–00:00,,12:30–00:00,,12:30–00:00,,12:30–00:00,有,無
12/23/2020 22:01:54,Unicofa,118巷,"早餐, 中餐",咖啡廳,02-2378-0175,106台北市大安區辛亥路二段171巷6弄10號,4.8,,07:30–17:30,,07:30–17:30,,07:30–17:30,,07:30–17:30,,07:30–17:30,,07:30–17:30,,休息,有,無
12/23/2020 22:03:28,半路咖啡,溫州街,"晚餐, 宵夜",咖啡廳,02-2362-5573,106台北市大安區羅斯福路三段269巷51弄9號,4.4,,14:00–00:00,,休息,,14:00–00:00,,14:00–00:00,,14:00–00:00,,14:00–00:00,,14:00–00:00,有,無
12/23/2020 22:04:39,Beans lab,118巷,"早餐, 中餐, 晚餐",咖啡廳,02-2739-6600,106台北市大安區辛亥路二段171巷6弄6號,4.7,,09:00–18:00,,09:00–18:00,,09:00–18:00,,09:00–18:00,,09:00–18:00,,09:00–18:00,,休息,有,有
12/23/2020 22:06:03,暖時光,偏鄉,"晚餐, 宵夜",咖啡廳,02-2365-5653,106台北市大安區泰順街16巷4號,4.2,,13:00–03:00,,13:00–03:00,,13:00–03:00,,13:00–03:00,,13:00–03:00,,13:00–03:00,,13:00–03:00,有,有
12/23/2020 22:07:50,喜鵲咖啡,溫州街,"晚餐, 宵夜",咖啡廳,02-2362-8690,106台北市大安區羅斯福路三段269巷74號,4.3,,13:00–22:45,,13:00–22:45,,13:00–22:45,,13:00–22:45,,13:00–22:45,,13:00–22:45,,13:00–22:45,有,無
12/23/2020 22:09:57,微迷野林,溫州街,"中餐, 晚餐",咖啡廳,02-2362-0723,106台北市大安區溫州街48巷24號,4.5,,12:00–21:00,,12:00–18:00,,12:30–18:00,,12:00–21:00,,12:30–21:00,,11:00–21:00,,11:00–21:00,有,無
12/23/2020 22:12:25,中場休息,,"中餐, 晚餐",咖啡廳,02-2368-6831,100台北市中正區汀州路三段149號1樓,5,,休息,,11:00–23:00,,11:00–23:00,,11:00–23:00,,11:00–23:00,,11:00–23:00,,11:00–23:00,有,無
12/23/2020 22:13:40,Cafe Bastille（溫州街）,溫州街,"中餐, 晚餐, 宵夜",咖啡廳,02-3365-2775,106台北市大安區溫州街91號,4,,12:00–00:00,,12:00–00:00,,12:00–00:00,,12:00–00:00,,12:00–00:00,,12:00–00:00,,12:00–00:00,有,無
12/23/2020 22:15:28,Mimi's Cafe（公館）,公館地區,"中餐, 晚餐",咖啡廳,02-2365-2366,100台北市中正區羅斯福路三段284巷15號,4.5,,12:00–22:00,,12:00–22:00,,12:00–22:00,,12:00–22:00,,12:00–23:00,,10:00–23:00,,10:00–23:00,有,無
12/23/2020 22:17:48,RUFOUS COFFEE ROASTERS,118巷,"晚餐, 宵夜",咖啡廳,02-2736-6880,106台北市大安區復興南路二段339號,4.6,,13:00–21:30,,13:00–21:30,,13:00–21:30,,休息,,13:00–21:30,,13:00–21:30,,13:00–21:30,有,無
12/23/2020 22:18:06,RUFOUS COFFEE ROASTERS,118巷,"晚餐, 宵夜",咖啡廳,02-2736-6880,106台北市大安區復興南路二段339號,4.6,,13:00–21:30,,13:00–21:30,,13:00–21:30,,休息,,13:00–21:30,,13:00–21:30,,13:00–21:30,有,無
12/23/2020 22:20:59,cama café 台北公館店,公館地區,"早餐, 中餐, 晚餐",咖啡廳,02-2369-5377,106台北市大安區羅斯福路三段325號,4.2,,07:30–19:00,,07:30–19:00,,07:30–19:00,,07:30–19:00,,07:30–19:00,,09:00–19:00,,09:00–19:00,無,無
12/23/2020 22:22:35,STARBUCKS 星巴克 (公館門市),公館地區,"早餐, 中餐, 晚餐",咖啡廳,02-2368-5629,100台北市大安區羅斯福路四段26號1樓,4,,07:00–22:30,,07:00–22:30,,07:00–22:30,,07:00–22:30,,07:00–22:30,,07:00–22:30,,07:00–22:30,有,無
12/24/2020 20:30:20,大埔鐵板燒-公館店,公館地區,"中餐, 晚餐, 宵夜",燒烤/鐵板燒/排餐,02-2367-0675,台北市中正區汀州路三段287號,4,是,11:00~00:00,是,11:00~00:00,是,11:00~00:00,是,11:00~00:00,是,11:00~00:00,是,11:00~00:00,是,11:00~00:00,有,有
12/24/2020 20:32:48,甘丹燒鐵板,公館地區,"中餐, 晚餐",燒烤/鐵板燒/排餐, 02-2362-1183,台北市中正區汀州路三段208號,3,是,"11:30~14:30,17:00~22:30",是,"11:30~14:30,17:00~22:30",是,"11:30~14:30,17:00~22:30",是,"11:30~14:30,17:00~22:30",是,"11:30~14:30,17:00~22:30",是,"11:30~14:30,17:00~22:30",是,"11:30~14:30,17:00~22:30",有,有
12/24/2020 20:34:14,戰醬燒肉,公館地區,"中餐, 晚餐",燒烤/鐵板燒/排餐,02-2365-9719,台北市中正區羅斯福路三段316巷7-3號,4.2,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,是,12:00~22:00,有,有
12/24/2020 20:35:32,瓦崎燒烤火鍋-公館店,公館地區,"中餐, 晚餐, 宵夜",燒烤/鐵板燒/排餐,02-2369-0696,台北市中正區羅斯福路四段24巷5號,3.7,是,11:30~00:00,是,11:30~00:00,是,11:30~00:00,是,11:30~00:00,是,11:30~00:00,是,11:30~00:00,是,11:30~00:00,有,有
12/24/2020 20:40:19,喫尤平價鐵板燒-公館店,公館地區,"中餐, 晚餐, 宵夜",燒烤/鐵板燒/排餐,02-2365-4118,台北市中正區汀州路三段247號,4.4,是,11:00~00:30,否,,是,11:00~00:30,是,11:00~00:30,是,11:00~00:30,是,11:00~00:30,是,11:00~00:30,有,無
12/24/2020 20:43:09,牛二哥牛排館,公館地區,"中餐, 晚餐, 宵夜",燒烤/鐵板燒/排餐, 02-2367-1903,台北市中正區羅斯福路四段108巷4號,3.9,是,12:00~00:00,是,12:00~00:00,是,12:00~00:00,是,12:00~00:00,是,12:00~00:00,是,12:00~00:00,是,12:00~00:00,無,無
12/24/2020 20:44:53,威宇牛排-公館店,公館地區,"中餐, 晚餐, 宵夜",燒烤/鐵板燒/排餐, 02-2368-6875,台北市中正區汀州路三段257號,4.4,是,11:00~23:00,是,11:00~23:00,是,11:00~23:00,是,11:00~23:00,是,11:00~23:00,是,11:00~23:00,是,11:00~23:00,有,有
12/24/2020 20:47:29,好吃好吃牛排-2號店,公館地區,"中餐, 晚餐",燒烤/鐵板燒/排餐,02-2362-9538,,台北市中正區羅斯福路三段316巷16號2樓,是,"11:30~14:00,17:00~21:00",是,"11:30~14:00,17:00~21:00",是,"11:30~14:00,17:00~21:00",是,"11:30~14:00,17:00~21:00",是,"11:30~14:00,17:00~21:00",是,11:30~21:00,是,11:30~21:00,無,有
12/24/2020 20:48:59,龐德羅莎(台大店),公館地區,"中餐, 晚餐",燒烤/鐵板燒/排餐, 02-2366-0046,台北市大安區羅斯福路四段85號二樓,3.9,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,有,有
12/24/2020 20:50:26,紫牛平價牛排,118巷,"中餐, 晚餐",燒烤/鐵板燒/排餐,02-2737-4179,台北市大安區和平東路二段118巷69號,3.6,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,有,有
12/24/2020 20:52:29,孫東寶牛排大安羅斯福店,溫州街,"中餐, 晚餐",燒烤/鐵板燒/排餐,02-2366-1799,台北市大安區羅斯福路三段277號,3.9,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,是,11:30~21:00,有,有
12/24/2020 20:55:09,人从众厚切牛排復興店,偏鄉,"中餐, 晚餐, 宵夜",燒烤/鐵板燒/排餐, 02-2706-0668,台北市大安區復興南路二段146號,3.8,是,11:00~01:00,是,11:00~01:00,是,11:00~01:00,是,11:00~01:00,是,11:00~01:00,是,11:00~01:00,是,11:00~01:00,有,有
12/24/2020 20:57:03,初魚鐵板燒-泰順,偏鄉,"中餐, 晚餐",燒烤/鐵板燒/排餐,02-2366-0792,台北市大安區泰順街42號,4.4,是,"12:00~14:00,17:30~21:30",是,"12:00~14:00,17:30~21:30",是,"12:00~14:00,17:30~21:30",是,"12:00~14:00,17:30~21:30",是,"12:00~14:00,17:30~21:30",是,"12:00~14:00,17:30~21:30",是,"12:00~14:00,17:30~21:30",有,有
12/24/2020 21:05:31,漢堡王-公館店,公館地區,"早餐, 中餐, 晚餐, 宵夜",肥宅,02-2365-0876,台北市中正區羅斯福路三段246號,4,是,07:00~23:00,是,07:00~23:00,是,07:00~23:00,是,07:00~23:00,是,07:00~23:00,是,07:00~23:00,是,07:00~23:00,無,無
12/24/2020 21:06:58,頂呱呱,公館地區,"中餐, 晚餐",肥宅,02-2368-6341,台北市中正區羅斯福路四段134號,3.8,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,無,無
12/24/2020 21:08:40,派克脆皮雞排,公館地區,"中餐, 晚餐, 宵夜",肥宅, 02-2368-1216,台北市中正區羅斯福路三段316巷4號,3.9,是,12:00~23:00,是,12:00~23:00,是,12:00~23:00,是,12:00~23:00,是,12:00~23:00,是,12:00~23:00,是,12:00~23:00,無,無
12/24/2020 21:18:07,Cui Lian Kitchen 淬煉廚房,公館地區,"中餐, 晚餐",肥宅,02-2368-7259,台北市中正區羅斯福路四段12巷3號,4.7,否,,是,"11:30~14:00,16:30~21:00",是,"11:30~14:00,16:30~21:00",是,"11:30~14:00,16:30~21:00",是,"11:30~14:00,16:30~21:00",是,"11:30~14:00,16:30~21:00",是,"11:30~14:00,16:30~21:00",無,有
12/24/2020 21:20:04,胖老爹美式炸雞-公館台大店,公館地區,"中餐, 晚餐, 宵夜",肥宅,02-2368-9777,台北市中正區汀州路三段167號1樓,3.8,是,11:30~02:00,是,11:30~02:00,是,11:30~02:00,是,11:30~02:00,是,11:30~02:00,是,11:30~02:00,是,11:30~02:00,無,無
12/24/2020 21:25:13,魔法雞排,公館地區,"中餐, 晚餐",肥宅,02-2369-9333,台北市中正區汀州路三段112號,3.5,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,無,無
12/24/2020 21:27:03,達美樂台大店,溫州街,"中餐, 晚餐",肥宅, 02-2369-2366,台北市大安區辛亥路一段56號1樓,3.6,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~23:00,是,11:00~23:00,是,11:00~22:00,無,無
12/24/2020 21:28:31,肯德基KFC-台北台大餐廳,溫州街,"早餐, 中餐, 晚餐, 宵夜",肥宅,02-2364-9867,台北市大安區新生南路三段96-1號,3.8,是,07:00~00:00,是,07:00~00:00,是,07:00~00:00,是,07:00~00:00,是,07:00~00:00,是,07:00~00:00,是,07:00~00:00,無,無
12/24/2020 21:30:45,麥當勞-台北新生店,公館地區,"早餐, 中餐, 晚餐, 宵夜",肥宅, 02-2362-0668,台北市大安區新生南路三段88-2號,3.9,是,00:00~00:00,是,00:00~00:00,是,00:00~00:00,是,00:00~00:00,是,00:00~00:00,是,00:00~00:00,是,00:00~00:00,無,無
12/24/2020 21:31:58,炸鷄大獅北市公館店,公館地區,"中餐, 晚餐",肥宅,02-2368-2551,台北市中正區羅斯福路三段316巷3號,4.2,是,11:30~22:30,是,11:30~22:30,是,11:30~22:30,是,11:30~22:30,是,11:30~22:30,是,11:30~22:30,是,11:30~22:30,無,無
12/24/2020 21:33:22,白帝城川式滷味-公館總店,公館地區,"晚餐, 宵夜",魯蛇吃宵,02-2367-6663,台北市中正區羅斯福路四段136巷8號,3.8,是,16:30~00:00,是,16:30~00:00,是,16:30~00:00,是,16:30~00:00,是,16:30~00:00,是,16:30~00:00,是,16:30~00:00,無,無
12/24/2020 21:35:33,秀食屋Shows House -關東煮專賣店,公館地區,"中餐, 晚餐",肥宅,02-2368-6386,台北市中正區羅斯福路四段78巷1弄13號,4.6,是,"11:30~14:00,16:30~22:00",是,"11:30~14:00,16:30~22:00",否,,是,"11:30~14:00,16:30~22:00",是,"11:30~14:00,16:30~22:00",是,"11:30~14:00,16:30~22:00",是,"11:30~14:00,16:30~22:00",無,有
12/24/2020 21:41:47,白帝城川式滷味-公館總店,公館地區,"晚餐, 宵夜",肥宅/魯蛇吃宵,02-2367-6663,台北市中正區羅斯福路四段136巷8號,3.8,是, 16:30~00:00,是, 16:30~00:00,是, 16:30~00:00,是, 16:30~00:00,是, 16:30~00:00,是, 16:30~00:00,是, 16:30~00:00,無,無
12/24/2020 21:47:13,漢堡王-公館店,公館地區,"早餐, 中餐, 晚餐, 宵夜",肥宅/魯蛇吃宵,02-2365-0876,台北市中正區羅斯福路三段246號,4,是,07:00~23:00,是,07:00~23:00,是,07:00~23:00,是,07:00~23:00,是,07:00~23:00,是,07:00~23:00,是,07:00~23:00,無,無
12/24/2020 21:48:02,頂呱呱,公館地區,"中餐, 晚餐",肥宅/魯蛇吃宵,02-2368-6341,台北市中正區羅斯福路四段134號,3.8,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,無,無
12/24/2020 21:49:09,派克脆皮雞排,公館地區,"中餐, 晚餐, 宵夜",肥宅/魯蛇吃宵,02-2368-1216,台北市中正區羅斯福路三段316巷4號,3.9,是,12:00~23:00,是,12:00~23:00,是,12:00~23:00,是,12:00~23:00,是,12:00~23:00,是,12:00~23:00,是,12:00~23:00,無,無
12/24/2020 21:50:26,Cui Lian Kitchen 淬煉廚房,公館地區,"中餐, 晚餐",肥宅/魯蛇吃宵,02-2368-7259,台北市中正區羅斯福路四段12巷3號,4.7,否,,是,"11:30~14:00,16:30~21:00",是,"11:30~14:00,16:30~21:00",是,"11:30~14:00,16:30~21:00",是,"11:30~14:00,16:30~21:00",是,"11:30~14:00,16:30~21:00",是,"11:30~14:00,16:30~21:00",無,有
12/24/2020 21:51:50,胖老爹美式炸雞-公館台大店,公館地區,"中餐, 晚餐, 宵夜",肥宅/魯蛇吃宵,02-2368-9777,台北市中正區汀州路三段167號1樓,3.8,是,11:30~02:00,是,11:30~02:00,是,11:30~02:00,是,11:30~02:00,是,11:30~02:00,是,11:30~02:00,是,11:30~02:00,無,無
12/24/2020 21:52:47,魔法雞排,公館地區,"中餐, 晚餐",肥宅/魯蛇吃宵,02-2369-9333,台北市中正區汀州路三段112號,3.5,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,無,無
12/24/2020 21:53:35,達美樂台大店,溫州街,"中餐, 晚餐",肥宅/魯蛇吃宵,02-2369-2366,台北市大安區辛亥路一段56號1樓,3.6,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,是,11:00~22:00,無,無
12/24/2020 21:54:51,肯德基KFC-台北台大餐廳,溫州街,"早餐, 中餐, 晚餐, 宵夜",肥宅/魯蛇吃宵,02-2364-9867,台北市大安區新生南路三段96-1號,3.8,是,07:00~00:00,是,07:00~00:00,是,07:00~00:00,是,07:00~00:00,是,07:00~00:00,是,07:00~00:00,是,07:00~00:00,無,無
12/24/2020 21:55:39,麥當勞-台北新生店,公館地區,"早餐, 中餐, 晚餐, 宵夜",肥宅/魯蛇吃宵,02-2362-0668,台北市大安區新生南路三段88-2號,3.9,是,00:00~00:00,是,00:00~00:00,是,00:00~00:00,是,00:00~00:00,是,00:00~00:00,是,00:00~00:00,是,00:00~00:00,無,無
12/24/2020 21:56:34,炸鷄大獅北市公館店,公館地區,"中餐, 晚餐",肥宅/魯蛇吃宵,02-2368-2551,台北市中正區羅斯福路三段316巷3號,4.2,是,11:30~22:30,是,11:30~22:30,是,11:30~22:30,是,11:30~22:30,是,11:30~22:30,是,11:30~22:30,是,11:30~22:30,無,無
12/24/2020 21:58:32,秀食屋Shows House -關東煮專賣店,公館地區,"中餐, 晚餐",肥宅/魯蛇吃宵,02-2368-6386,台北市中正區羅斯福路四段78巷1弄13號,4.6,是,"11:30~14:00,16:30~22:00",是,"11:30~14:00,16:30~22:00",否,,是,"11:30~14:00,16:30~22:00",是,"11:30~14:00,16:30~22:00",是,"11:30~14:00,16:30~22:00",是,"11:30~14:00,16:30~22:00",無,有
